power	self_proposition	perc_for	max_result	earlier_winner
0	1	15.22	37.43	0
0	0	9.35	37.43	0
0	0	5.61	37.43	0
0	0	4.08	37.43	0
0	0	1.88	37.43	0
0	1	1.45	37.43	0
0	1	1.25	37.43	0
0	0	1.15	37.43	0
1	0	21.58	21.58	0
0	1	18.81	21.58	1
0	1	16.98	21.58	0
0	1	12.37	21.58	0
0	1	7.71	21.58	1
1	0	5.38	21.58	0
0	1	4.4	21.58	0
0	1	1.72	21.58	0
0	1	1.59	21.58	0
0	0	1.41	21.58	0
0	1	1.2	21.58	0
0	1	1.18	21.58	0
0	1	0.89	21.58	0
0	0	0.84	21.58	0
0	0	0.76	21.58	0
0	0	0.63	21.58	0
0	0	0.6	21.58	0
0	1	0.56	21.58	0
0	1	0.54	21.58	0
0	1	0.48	21.58	0
0	0	0.29	21.58	0
0	1	61.91	61.91	1
1	0	14.16	61.91	0
0	0	6.85	61.91	0
0	0	5.33	61.91	0
0	1	4.8	61.91	0
0	1	3.54	61.91	0
0	0	3.37	61.91	0
0	1	38.75	38.75	1
0	0	31.1	38.75	0
0	1	6.01	38.75	0
0	0	5.57	38.75	0
0	1	5.14	38.75	0
0	1	4.9	38.75	0
0	1	4.33	38.75	0
0	0	2.84	38.75	0
0	1	1.32	38.75	0
0	1	44.62	44.62	1
1	0	20.04	44.62	0
0	0	8.21	44.62	0
0	0	5.76	44.62	0
0	0	5.23	44.62	0
0	1	4.7	44.62	0
0	1	4.54	44.62	0
0	1	4.39	44.62	0
0	1	2.47	44.62	0
0	1	68.04	68.04	1
1	0	13.88	68.04	0
0	1	5.19	68.04	0
0	1	3.34	68.04	1
0	1	2.63	68.04	0
0	0	2.61	68.04	0
0	1	1.94	68.04	1
0	0	1.39	68.04	0
0	1	0.94	68.04	0
0	1	44.86	44.86	1
0	1	18.41	44.86	0
1	0	15.81	44.86	1
0	1	5.81	44.86	0
0	0	5.65	44.86	0
0	0	4.4	44.86	0
0	1	2.57	44.86	0
0	0	2.44	44.86	0
1	0	27.76	27.76	1
0	1	23.66	27.76	1
0	0	10.74	27.76	1
0	0	7.8	27.76	0
0	0	7.06	27.76	0
0	0	5.35	27.76	0
0	1	4.1	27.76	0
0	0	3.8	27.76	1
0	0	3.03	27.76	0
0	1	2.41	27.76	0
0	1	1.87	27.76	0
0	1	1.8	27.76	0
0	0	0.55	27.76	0
1	0	29.91	29.91	0
0	1	27.31	29.91	1
0	1	6.97	29.91	0
0	0	6.46	29.91	0
0	0	5.96	29.91	0
0	1	5.35	29.91	0
0	0	3.82	29.91	0
0	1	2.15	29.91	0
0	1	1.87	29.91	0
0	0	1.77	29.91	0
0	1	1.45	29.91	0
0	1	1.33	29.91	0
0	1	1.31	29.91	0
0	0	1.3	29.91	0
0	1	1.1	29.91	0
0	1	1.06	29.91	0
0	1	0.78	29.91	0
1	0	21.75	21.75	0
0	1	20.49	21.75	1
0	0	9.05	21.75	1
0	0	8.96	21.75	0
0	1	7.47	21.75	1
0	1	6.1	21.75	0
0	0	5.08	21.75	0
0	1	4.69	21.75	0
0	1	3.47	21.75	0
0	1	2.17	21.75	0
0	1	1.97	21.75	0
0	0	1.74	21.75	0
0	1	1.64	21.75	0
0	1	1.63	21.75	0
0	1	1.46	21.75	0
0	1	1.37	21.75	0
0	1	0.87	21.75	0
0	1	53.74	53.74	1
1	0	21.96	53.74	0
0	0	9.47	53.74	1
0	0	6.22	53.74	0
0	0	5.53	53.74	0
0	1	3.05	53.74	0
0	1	48.51	48.51	1
0	1	13.83	48.51	0
0	1	9.1	48.51	0
0	1	5.87	48.51	0
1	0	4.73	48.51	0
0	0	4.26	48.51	1
1	0	4.26	48.51	0
0	0	2.72	48.51	0
0	0	2.5	48.51	0
0	1	2.31	48.51	0
0	0	1.86	48.51	0
0	1	21.81	21.81	1
0	1	21.79	21.81	0
0	1	11.84	21.81	0
0	1	11.49	21.81	0
0	0	9.31	21.81	1
0	1	4.66	21.81	1
0	0	3.05	21.81	0
0	1	2.32	21.81	0
0	0	2.08	21.81	0
1	0	2.07	21.81	0
0	0	1.65	21.81	0
0	1	1.54	21.81	0
0	1	1.05	21.81	0
0	0	1.04	21.81	0
0	1	0.86	21.81	0
0	1	0.76	21.81	0
0	1	0.57	21.81	0
0	1	0.47	21.81	0
0	1	0.46	21.81	0
0	1	0.42	21.81	0
0	1	0.27	21.81	1
0	1	0.21	21.81	0
0	1	0.19	21.81	0
0	1	47.4	47.4	1
1	0	19.56	47.4	0
0	1	9.03	47.4	0
0	1	4.99	47.4	0
0	0	4.28	47.4	0
0	1	3.94	47.4	0
0	0	2.96	47.4	0
0	0	2.16	47.4	0
0	1	2.09	47.4	0
0	1	1.06	47.4	0
0	0	0.99	47.4	0
0	1	0.68	47.4	0
0	0	0.61	47.4	0
0	1	0.18	47.4	0
0	1	24.51	24.51	0
0	1	19.45	24.51	0
1	0	12.94	24.51	0
0	0	10.51	24.51	0
0	1	9.62	24.51	0
0	0	6.16	24.51	1
0	0	4.01	24.51	0
0	1	3.81	24.51	0
0	1	2.99	24.51	0
0	0	1.78	24.51	0
0	1	1.61	24.51	0
0	1	0.81	24.51	0
0	1	0.57	24.51	0
0	1	0.55	24.51	0
0	1	0.38	24.51	0
0	1	0.23	24.51	0
1	0	36.0	36.0	1
0	1	22.39	36.0	1
0	1	22.21	36.0	1
0	0	5.37	36.0	1
0	1	3.51	36.0	0
0	1	2.59	36.0	0
0	0	2.56	36.0	0
0	1	1.94	36.0	0
0	1	1.85	36.0	0
0	0	1.53	36.0	0
1	0	40.69	40.69	1
0	1	34.25	40.69	1
1	0	10.54	40.69	0
0	0	6.0	40.69	1
0	0	3.6	40.69	0
0	1	1.05	40.69	1
0	1	0.97	40.69	0
0	1	0.92	40.69	0
0	1	0.85	40.69	1
0	1	0.59	40.69	0
0	1	0.49	40.69	0
1	0	18.26	18.26	0
1	0	17.88	18.26	0
0	0	16.15	18.26	0
0	0	11.12	18.26	0
0	0	9.89	18.26	1
0	1	6.58	18.26	0
0	1	5.57	18.26	0
0	0	4.34	18.26	0
0	1	4.0	18.26	0
0	0	3.22	18.26	1
0	1	1.93	18.26	0
0	1	0.63	18.26	0
0	1	0.36	18.26	0
1	0	52.05	52.05	0
1	0	18.65	52.05	0
0	0	11.28	52.05	1
0	1	8.66	52.05	0
0	1	3.4	52.05	0
0	0	3.19	52.05	0
0	0	1.46	52.05	0
0	1	1.26	52.05	0
1	0	22.3	22.3	1
0	0	19.91	22.3	1
0	1	19.35	22.3	0
1	0	9.77	22.3	0
0	1	7.67	22.3	1
0	1	5.27	22.3	0
0	0	4.37	22.3	0
0	1	3.62	22.3	0
0	0	2.19	22.3	0
0	1	2.17	22.3	0
0	1	0.98	22.3	0
0	1	0.62	22.3	1
0	1	0.38	22.3	0
0	1	0.36	22.3	0
0	1	0.19	22.3	0
0	1	0.16	22.3	0
0	1	0.16	22.3	0
0	1	0.14	22.3	0
0	1	0.12	22.3	0
0	1	0.09	22.3	0
0	1	0.07	22.3	0
0	0	69.67	69.67	1
1	0	14.58	69.67	0
1	0	9.3	69.67	0
0	0	2.43	69.67	0
0	0	1.77	69.67	0
0	0	0.44	69.67	0
0	1	0.31	69.67	0
0	0	0.25	69.67	0
0	1	0.23	69.67	0
0	1	0.22	69.67	0
0	1	0.22	69.67	0
0	1	0.21	69.67	0
0	1	0.09	69.67	0
0	1	0.09	69.67	0
0	1	0.07	69.67	0
0	1	0.05	69.67	0
1	0	29.32	29.32	0
0	1	16.0	29.32	1
0	0	15.13	29.32	0
1	0	13.43	29.32	0
0	1	4.38	29.32	0
0	1	3.6	29.32	0
0	0	3.01	29.32	1
0	1	2.98	29.32	0
0	1	2.66	29.32	0
0	1	1.98	29.32	0
0	1	1.7	29.32	0
0	1	1.66	29.32	0
0	0	1.28	29.32	0
0	1	1.18	29.32	0
0	1	1.12	29.32	0
0	0	0.5	29.32	0
1	0	23.07	23.07	0
0	0	15.53	23.07	1
1	0	12.79	23.07	0
0	1	11.99	23.07	1
0	1	11.84	23.07	0
0	1	7.03	23.07	0
0	0	5.8	23.07	0
0	1	4.91	23.07	0
0	1	4.4	23.07	0
0	0	1.55	23.07	0
0	1	1.04	23.07	0
0	0	23.66	23.66	1
1	0	20.6	23.66	1
0	0	12.96	23.66	0
0	1	9.12	23.66	1
0	0	6.6	23.66	1
0	1	5.08	23.66	0
0	0	3.92	23.66	0
0	1	3.82	23.66	0
0	1	2.57	23.66	0
0	0	1.8	23.66	0
0	0	1.56	23.66	0
0	1	0.93	23.66	0
0	1	0.85	23.66	0
0	1	0.81	23.66	0
0	1	0.76	23.66	1
0	1	0.74	23.66	1
0	1	0.69	23.66	0
0	1	0.52	23.66	0
0	1	0.5	23.66	0
0	1	0.45	23.66	0
0	1	0.43	23.66	0
0	1	0.38	23.66	0
0	1	0.35	23.66	0
0	1	0.3	23.66	0
0	1	0.28	23.66	0
0	1	0.16	23.66	0
1	0	50.96	50.96	1
1	0	13.22	50.96	1
0	1	6.47	50.96	0
0	0	5.27	50.96	0
0	1	4.73	50.96	0
0	0	4.61	50.96	0
0	0	3.43	50.96	0
0	0	2.33	50.96	0
0	1	1.78	50.96	1
0	0	1.25	50.96	0
0	1	1.15	50.96	0
0	0	0.99	50.96	1
0	0	0.88	50.96	0
0	1	0.8	50.96	0
0	0	0.55	50.96	0
0	0	0.48	50.96	0
0	1	0.4	50.96	0
0	0	0.39	50.96	0
0	1	0.21	50.96	0
1	0	27.03	27.03	1
0	0	15.05	27.03	1
0	1	14.59	27.03	0
0	0	9.07	27.03	0
1	0	8.81	27.03	0
0	1	5.06	27.03	0
0	1	5.03	27.03	0
0	1	4.12	27.03	0
0	1	2.83	27.03	0
0	1	1.81	27.03	0
0	1	1.43	27.03	1
0	0	0.9	27.03	0
0	0	0.87	27.03	0
0	0	0.62	27.03	0
0	1	0.56	27.03	0
0	1	0.29	27.03	0
0	1	0.28	27.03	0
0	1	0.25	27.03	0
0	1	0.24	27.03	0
0	1	0.18	27.03	0
0	1	0.12	27.03	0
0	1	0.11	27.03	0
0	1	0.11	27.03	0
0	1	0.1	27.03	0
0	1	0.09	27.03	0
0	1	0.09	27.03	0
0	1	0.08	27.03	1
0	1	0.08	27.03	0
0	1	0.06	27.03	0
0	1	35.77	35.77	1
0	1	8.59	35.77	0
0	1	8.33	35.77	0
0	1	7.82	35.77	0
0	0	7.13	35.77	0
0	1	7.07	35.77	1
0	1	5.64	35.77	0
0	1	4.74	35.77	0
0	0	1.71	35.77	0
0	1	1.65	35.77	1
0	0	1.45	35.77	0
0	1	1.41	35.77	0
0	1	0.94	35.77	0
0	1	0.89	35.77	0
0	1	0.74	35.77	0
0	1	0.74	35.77	0
0	0	0.61	35.77	0
0	1	0.54	35.77	0
0	1	0.54	35.77	0
0	0	0.46	35.77	0
0	0	0.38	35.77	0
0	0	0.37	35.77	0
0	1	0.27	35.77	0
0	1	0.27	35.77	0
0	1	0.26	35.77	0
0	1	0.25	35.77	0
0	1	0.24	35.77	0
0	1	0.24	35.77	0
0	1	0.16	35.77	0
0	1	0.15	35.77	0
0	1	0.12	35.77	0
0	1	0.11	35.77	0
0	1	0.11	35.77	0
0	1	0.08	35.77	0
0	1	0.06	35.77	0
1	0	32.0	32.0	0
1	0	30.06	32.0	0
0	1	9.29	32.0	0
0	0	7.82	32.0	0
0	0	5.22	32.0	0
0	1	2.64	32.0	0
0	1	1.97	32.0	0
0	0	1.42	32.0	0
0	1	1.4	32.0	0
0	0	1.38	32.0	0
0	0	1.23	32.0	0
0	0	1.16	32.0	0
0	1	0.82	32.0	0
0	0	0.74	32.0	0
0	1	0.61	32.0	0
0	1	0.55	32.0	0
0	1	0.55	32.0	0
0	1	0.38	32.0	0
0	1	0.34	32.0	0
0	1	0.31	32.0	0
1	0	19.43	19.43	0
1	0	17.94	19.43	1
0	1	17.9	19.43	0
0	0	7.82	19.43	0
0	0	6.01	19.43	0
0	1	4.06	19.43	0
0	1	3.16	19.43	0
0	1	2.64	19.43	0
0	1	2.52	19.43	0
0	1	2.3	19.43	1
0	1	1.98	19.43	0
0	0	1.62	19.43	0
0	0	1.56	19.43	0
0	1	1.56	19.43	0
0	0	1.07	19.43	0
0	0	1.06	19.43	0
0	0	1.01	19.43	0
0	0	0.92	19.43	0
0	1	0.87	19.43	0
0	1	0.73	19.43	0
0	1	0.6	19.43	1
0	1	0.56	19.43	0
0	1	0.49	19.43	0
0	1	0.41	19.43	0
0	1	0.39	19.43	0
0	1	0.38	19.43	0
0	1	0.31	19.43	0
0	0	0.27	19.43	0
0	1	0.15	19.43	0
0	1	0.12	19.43	0
0	1	26.28	26.28	1
1	0	9.0	26.28	0
0	1	7.08	26.28	0
0	0	6.54	26.28	0
0	1	6.48	26.28	0
0	1	5.86	26.28	0
0	1	5.81	26.28	0
0	0	5.65	26.28	0
0	0	4.32	26.28	0
0	1	2.66	26.28	0
0	1	2.2	26.28	0
0	0	2.16	26.28	0
0	1	2.07	26.28	0
0	0	1.79	26.28	0
0	1	1.62	26.28	0
0	0	1.47	26.28	0
0	0	1.14	26.28	0
0	0	1.0	26.28	1
0	0	0.8	26.28	0
0	1	0.74	26.28	0
0	1	0.55	26.28	0
0	0	0.48	26.28	1
0	1	0.45	26.28	0
0	1	0.43	26.28	0
0	1	0.42	26.28	0
0	1	0.3	26.28	0
0	1	0.29	26.28	0
0	1	0.28	26.28	0
0	1	0.26	26.28	0
0	1	0.25	26.28	0
0	1	0.25	26.28	0
0	1	0.24	26.28	0
0	1	0.19	26.28	0
0	1	0.19	26.28	0
0	1	0.19	26.28	0
0	1	0.18	26.28	0
0	1	0.13	26.28	0
0	1	0.06	26.28	0
1	0	34.11	34.11	1
1	0	29.55	34.11	1
0	0	7.0	34.11	0
0	0	4.4	34.11	0
0	1	3.78	34.11	0
0	0	3.74	34.11	0
0	0	1.79	34.11	0
0	0	1.59	34.11	0
0	1	1.5	34.11	1
0	0	1.3	34.11	0
0	1	1.15	34.11	0
0	0	1.1	34.11	0
0	1	1.05	34.11	0
0	1	0.99	34.11	0
0	1	0.67	34.11	0
0	0	0.57	34.11	0
0	1	0.56	34.11	0
0	1	0.53	34.11	0
0	1	0.48	34.11	0
0	1	0.47	34.11	0
0	1	0.44	34.11	0
0	1	0.42	34.11	0
0	1	0.4	34.11	0
0	1	0.34	34.11	0
0	0	0.34	34.11	0
0	1	0.34	34.11	0
0	1	0.29	34.11	0
0	0	0.26	34.11	0
0	1	0.18	34.11	1
0	0	0.15	34.11	1
0	1	0.13	34.11	0
0	1	0.11	34.11	0
0	1	0.07	34.11	0
0	1	40.41	40.41	1
1	0	27.93	40.41	0
0	0	7.02	40.41	0
0	0	5.69	40.41	0
0	0	3.53	40.41	0
0	0	3.04	40.41	0
0	0	2.85	40.41	0
0	0	1.93	40.41	0
0	1	1.35	40.41	0
0	0	1.14	40.41	1
0	1	0.84	40.41	0
0	1	0.8	40.41	0
0	1	0.76	40.41	0
0	1	0.71	40.41	0
0	1	0.46	40.41	0
0	1	0.44	40.41	0
0	1	0.39	40.41	0
0	1	0.35	40.41	0
0	1	0.27	40.41	0
1	0	37.99	37.99	0
0	1	12.68	37.99	0
0	1	8.72	37.99	0
1	0	8.65	37.99	0
0	1	6.89	37.99	0
0	0	6.47	37.99	0
0	1	6.31	37.99	0
0	0	3.34	37.99	0
0	1	2.82	37.99	1
0	0	1.86	37.99	0
0	1	1.6	37.99	0
0	0	1.45	37.99	0
0	1	1.15	37.99	0
0	1	28.02	28.02	1
0	1	13.54	28.02	0
0	0	11.99	28.02	0
0	1	9.59	28.02	0
0	0	5.89	28.02	0
0	0	5.88	28.02	0
0	1	3.52	28.02	0
0	0	3.43	28.02	1
0	1	3.18	28.02	0
0	1	3.14	28.02	0
0	1	2.64	28.02	0
0	0	2.17	28.02	0
0	1	1.94	28.02	0
0	1	1.55	28.02	0
0	1	1.49	28.02	0
0	1	1.38	28.02	0
0	0	0.55	28.02	0
0	1	31.44	31.44	1
1	0	16.79	31.44	0
1	0	12.4	31.44	0
0	1	10.23	31.44	1
0	1	5.75	31.44	0
0	1	4.8	31.44	0
0	0	4.45	31.44	0
0	0	3.7	31.44	0
0	1	3.7	31.44	1
0	1	3.24	31.44	0
0	1	1.31	31.44	0
0	1	0.72	31.44	0
0	0	0.63	31.44	0
0	0	0.57	31.44	0
0	1	0.19	31.44	0
0	1	29.9	29.9	1
0	1	12.33	29.9	0
0	1	8.98	29.9	0
1	0	6.6	29.9	0
0	1	6.13	29.9	0
0	1	5.26	29.9	0
0	0	3.79	29.9	0
1	0	3.76	29.9	0
0	0	3.58	29.9	0
0	0	2.25	29.9	0
0	0	1.98	29.9	0
0	1	1.89	29.9	0
0	1	1.86	29.9	1
0	0	1.66	29.9	0
0	1	1.59	29.9	0
0	1	1.42	29.9	0
0	0	1.36	29.9	0
0	1	1.21	29.9	0
0	1	1.04	29.9	0
0	1	0.86	29.9	0
0	1	0.86	29.9	1
0	0	0.72	29.9	0
0	1	0.65	29.9	0
0	1	0.21	29.9	0
1	0	35.52	35.52	0
1	0	14.33	35.52	0
0	0	11.77	35.52	1
0	1	11.18	35.52	0
0	0	6.72	35.52	0
0	1	6.06	35.52	0
0	0	4.95	35.52	0
0	1	3.1	35.52	0
0	1	2.41	35.52	0
0	1	2.4	35.52	0
0	1	1.5	35.52	0
0	0	43.01	43.01	0
0	1	13.49	43.01	0
0	1	13.36	43.01	1
0	1	8.36	43.01	1
0	0	6.6	43.01	0
1	0	4.61	43.01	1
0	0	3.54	43.01	0
0	0	1.89	43.01	0
0	1	0.66	43.01	0
0	1	0.62	43.01	0
0	1	0.46	43.01	0
0	1	0.25	43.01	0
0	1	0.23	43.01	0
0	1	0.22	43.01	0
0	1	0.19	43.01	0
0	1	0.16	43.01	0
0	1	0.15	43.01	0
0	1	0.15	43.01	0
0	1	0.13	43.01	0
0	1	0.11	43.01	0
0	1	0.11	43.01	0
0	1	0.11	43.01	0
0	1	0.1	43.01	0
0	1	0.1	43.01	0
0	1	0.1	43.01	0
0	1	0.1	43.01	0
0	1	0.1	43.01	0
0	1	0.1	43.01	0
0	1	0.09	43.01	0
0	1	0.09	43.01	0
0	1	0.09	43.01	0
0	1	0.09	43.01	0
0	1	0.08	43.01	0
0	1	0.08	43.01	0
0	1	0.07	43.01	0
0	1	0.05	43.01	0
0	1	0.05	43.01	0
0	1	0.04	43.01	0
0	1	0.04	43.01	0
0	1	0.03	43.01	0
0	1	37.76	37.76	1
0	1	18.06	37.76	1
0	0	7.83	37.76	0
0	0	7.41	37.76	1
0	1	6.37	37.76	0
0	0	5.35	37.76	0
0	1	4.37	37.76	0
1	0	2.83	37.76	1
0	1	2.04	37.76	1
0	1	1.15	37.76	0
0	1	0.94	37.76	0
0	1	0.51	37.76	0
0	1	0.44	37.76	0
0	1	0.37	37.76	0
0	1	0.33	37.76	0
0	1	0.27	37.76	0
0	1	0.26	37.76	0
0	1	0.22	37.76	0
0	1	0.22	37.76	0
0	1	0.22	37.76	0
0	1	0.21	37.76	0
0	1	0.2	37.76	0
0	1	0.2	37.76	0
0	1	0.2	37.76	0
0	1	0.2	37.76	0
0	1	0.19	37.76	0
0	1	0.18	37.76	0
0	1	0.17	37.76	0
0	1	0.17	37.76	0
0	1	0.16	37.76	0
0	1	0.12	37.76	0
0	1	0.12	37.76	0
0	1	0.12	37.76	0
0	1	0.11	37.76	0
0	1	0.11	37.76	0
0	1	0.1	37.76	0
0	1	0.1	37.76	0
0	1	0.08	37.76	0
0	1	0.07	37.76	0
0	1	0.06	37.76	0
0	1	48.62	48.62	1
0	0	11.49	48.62	0
0	1	11.16	48.62	0
0	1	6.82	48.62	1
1	0	5.66	48.62	1
0	1	5.34	48.62	1
0	1	4.07	48.62	0
0	0	2.55	48.62	0
0	1	0.84	48.62	0
0	0	0.64	48.62	0
0	1	0.31	48.62	0
0	1	0.25	48.62	0
0	1	0.16	48.62	0
0	1	0.14	48.62	0
0	1	0.13	48.62	0
0	1	0.13	48.62	0
0	1	0.11	48.62	0
0	1	0.11	48.62	0
0	1	0.1	48.62	0
0	1	0.1	48.62	0
0	1	0.09	48.62	0
0	1	0.09	48.62	0
0	1	0.09	48.62	0
0	1	0.08	48.62	0
0	1	0.08	48.62	0
0	1	0.07	48.62	0
0	1	0.06	48.62	0
0	1	0.06	48.62	0
0	1	0.04	48.62	0
0	1	0.04	48.62	0
0	1	0.04	48.62	0
0	1	0.04	48.62	0
0	1	0.04	48.62	0
0	1	0.04	48.62	0
0	1	0.03	48.62	0
0	1	0.03	48.62	0
0	1	0.02	48.62	0
0	1	0.02	48.62	0
0	1	0.02	48.62	0
0	1	0.02	48.62	0
0	1	0.02	48.62	0
0	1	0.02	48.62	0
0	1	0.01	48.62	0
0	1	21.4	21.4	0
0	0	20.51	21.4	0
0	1	10.49	21.4	0
0	0	10.35	21.4	0
0	1	9.58	21.4	0
0	1	8.21	21.4	1
0	1	5.15	21.4	0
0	0	4.21	21.4	0
0	0	3.02	21.4	0
1	0	2.36	21.4	1
0	0	1.59	21.4	0
0	1	1.36	21.4	0
0	1	0.92	21.4	0
0	1	0.77	21.4	0
0	1	25.56	25.56	0
0	0	17.87	25.56	0
0	1	15.78	25.56	1
0	1	12.48	25.56	0
0	1	9.0	25.56	0
0	1	6.19	25.56	0
0	1	3.75	25.56	0
0	1	3.45	25.56	1
0	0	1.05	25.56	0
0	1	0.74	25.56	0
0	1	0.41	25.56	0
0	1	0.34	25.56	0
0	1	0.32	25.56	0
0	1	0.24	25.56	0
0	1	0.19	25.56	0
0	1	0.19	25.56	0
0	1	0.18	25.56	0
0	1	0.17	25.56	0
0	1	0.16	25.56	0
0	1	0.15	25.56	0
0	1	0.14	25.56	0
0	1	0.13	25.56	0
0	1	0.12	25.56	0
0	1	0.12	25.56	0
0	1	0.11	25.56	0
0	1	0.1	25.56	0
0	1	0.1	25.56	0
0	1	0.08	25.56	0
0	1	0.08	25.56	0
0	1	0.08	25.56	0
0	1	0.07	25.56	0
0	1	0.06	25.56	0
0	1	0.06	25.56	0
0	1	0.06	25.56	0
0	1	0.06	25.56	0
0	1	0.05	25.56	0
0	1	0.05	25.56	0
0	1	0.04	25.56	1
0	1	0.03	25.56	0
0	1	0.02	25.56	0
0	1	0.02	25.56	0
0	1	42.5	42.5	1
1	0	36.53	42.5	0
0	0	4.78	42.5	0
0	1	4.17	42.5	0
0	0	3.67	42.5	0
0	0	3.05	42.5	0
0	1	1.84	42.5	1
0	1	1.79	42.5	0
0	1	1.63	42.5	0
0	0	41.2	41.2	0
0	0	17.91	41.2	0
0	0	16.35	41.2	1
0	1	6.43	41.2	0
0	0	4.06	41.2	0
0	0	3.35	41.2	1
0	1	2.11	41.2	0
0	1	1.54	41.2	0
0	0	1.4	41.2	0
0	0	1.25	41.2	0
0	1	0.91	41.2	0
0	1	0.87	41.2	0
0	1	0.79	41.2	0
0	1	0.78	41.2	0
0	1	0.53	41.2	1
0	0	0.44	41.2	0
1	0	42.55	42.55	1
1	0	20.15	42.55	0
0	1	9.95	42.55	1
0	0	6.63	42.55	0
0	0	6.44	42.55	0
0	0	4.22	42.55	0
0	1	2.09	42.55	0
0	1	1.71	42.55	0
0	0	1.7	42.55	0
0	1	1.61	42.55	0
0	1	1.53	42.55	0
0	1	1.35	42.55	0
1	0	43.32	43.32	1
0	1	22.73	43.32	0
